09:28:10.865 [background-preinit] INFO  o.h.v.i.util.Version - [<clinit>,21] - HV000001: Hibernate Validator 6.2.0.Final
09:28:11.973 [main] INFO  c.a.n.c.c.i.LocalConfigInfoProcessor - [<clinit>,67] - LOCAL_SNAPSHOT_PATH:C:\Users\Administrator\nacos\config
09:28:11.975 [main] INFO  c.a.n.c.r.client - [lambda$createClient$0,77] - [RpcClientFactory] create a new rpc client of b326fd04-5e74-477f-b876-509466718cab_config-0
09:28:12.002 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 17 ms to scan 1 urls, producing 3 keys and 6 values 
09:28:12.018 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 8 ms to scan 1 urls, producing 4 keys and 9 values 
09:28:12.026 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 7 ms to scan 1 urls, producing 3 keys and 10 values 
09:28:12.036 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 7 ms to scan 1 urls, producing 1 keys and 5 values 
09:28:12.045 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 8 ms to scan 1 urls, producing 1 keys and 7 values 
09:28:12.055 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 8 ms to scan 1 urls, producing 2 keys and 8 values 
09:28:12.057 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [b326fd04-5e74-477f-b876-509466718cab_config-0]RpcClient init label, labels={module=config, Vipserver-Tag=null, source=sdk, Amory-Tag=null, Location-Tag=null, taskId=0, AppName=unknown}
09:28:12.057 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [b326fd04-5e74-477f-b876-509466718cab_config-0]Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda$451/0x000000080040cc40
09:28:12.057 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [b326fd04-5e74-477f-b876-509466718cab_config-0]Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda$452/0x000000080040c040
09:28:12.058 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [b326fd04-5e74-477f-b876-509466718cab_config-0]Registry connection listener to current client:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$1
09:28:12.058 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [b326fd04-5e74-477f-b876-509466718cab_config-0]RpcClient init, ServerListFactory =com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$2
09:28:12.064 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [b326fd04-5e74-477f-b876-509466718cab_config-0] Try to connect to server on start up, server: {serverIp='127.0.0.1', server main port=8848}
09:28:14.222 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [b326fd04-5e74-477f-b876-509466718cab_config-0] Success to connect to server [127.0.0.1:8848] on start up,connectionId=1635125294040_127.0.0.1_59928
09:28:14.222 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [b326fd04-5e74-477f-b876-509466718cab_config-0]Notify connected event to listeners.
09:28:14.222 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [b326fd04-5e74-477f-b876-509466718cab_config-0]Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
09:28:14.223 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.c.i.ClientWorker - [onConnected,681] - [b326fd04-5e74-477f-b876-509466718cab_config-0] Connected,notify listen context...
09:28:14.223 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [b326fd04-5e74-477f-b876-509466718cab_config-0]Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$4
09:28:14.248 [main] INFO  c.a.n.c.c.i.Limiter - [<clinit>,56] - limitTime:5.0
09:28:14.263 [main] INFO  c.a.n.c.c.u.JvmUtil - [<clinit>,53] - isMultiInstance:false
09:28:14.298 [main] INFO  c.r.s.RuoYiSystemApplication - [logStartupProfileInfo,663] - The following profiles are active: dev
09:28:17.019 [main] INFO  o.a.c.h.Http11NioProtocol - [log,173] - Initializing ProtocolHandler ["http-nio-9201"]
09:28:17.020 [main] INFO  o.a.c.c.StandardService - [log,173] - Starting service [Tomcat]
09:28:17.020 [main] INFO  o.a.c.c.StandardEngine - [log,173] - Starting Servlet engine: [Apache Tomcat/9.0.52]
09:28:17.145 [main] INFO  o.a.c.c.C.[.[.[/] - [log,173] - Initializing Spring embedded WebApplicationContext
09:28:17.980 [main] INFO  c.a.d.p.DruidDataSource - [init,990] - {dataSource-1,master} inited
09:28:17.980 [main] INFO  c.b.d.d.DynamicRoutingDataSource - [addDataSource,169] - dynamic-datasource - add a datasource named [master] success
09:28:17.980 [main] INFO  c.b.d.d.DynamicRoutingDataSource - [afterPropertiesSet,249] - dynamic-datasource initial loaded [1] datasource,primary datasource named [master]
09:28:21.282 [main] INFO  c.a.c.s.SentinelWebAutoConfiguration - [addInterceptors,80] - [Sentinel Starter] register SentinelWebInterceptor with urlPatterns: [/**].
09:28:22.014 [main] INFO  c.a.n.client.naming - [initNamespaceForNaming,63] - initializer namespace from System Property : null
09:28:22.014 [main] INFO  c.a.n.client.naming - [call,69] - initializer namespace from System Environment :null
09:28:22.015 [main] INFO  c.a.n.client.naming - [call,79] - initializer namespace from System Property :null
09:28:22.024 [main] INFO  c.a.n.c.r.client - [lambda$createClient$0,77] - [RpcClientFactory] create a new rpc client of d093dbb5-5eb2-473b-952a-8c4626b2f907
09:28:22.025 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [d093dbb5-5eb2-473b-952a-8c4626b2f907]RpcClient init label, labels={module=naming, source=sdk}
09:28:22.026 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [d093dbb5-5eb2-473b-952a-8c4626b2f907]RpcClient init, ServerListFactory =com.alibaba.nacos.client.naming.core.ServerListManager
09:28:22.026 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [d093dbb5-5eb2-473b-952a-8c4626b2f907]Registry connection listener to current client:com.alibaba.nacos.client.naming.remote.gprc.redo.NamingGrpcRedoService
09:28:22.026 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [d093dbb5-5eb2-473b-952a-8c4626b2f907]Register server push request handler:com.alibaba.nacos.client.naming.remote.gprc.NamingPushRequestHandler
09:28:22.026 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [d093dbb5-5eb2-473b-952a-8c4626b2f907] Try to connect to server on start up, server: {serverIp='127.0.0.1', server main port=8848}
09:28:22.144 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [d093dbb5-5eb2-473b-952a-8c4626b2f907] Success to connect to server [127.0.0.1:8848] on start up,connectionId=1635125302034_127.0.0.1_59967
09:28:22.145 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [d093dbb5-5eb2-473b-952a-8c4626b2f907]Notify connected event to listeners.
09:28:22.145 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [d093dbb5-5eb2-473b-952a-8c4626b2f907]Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
09:28:22.146 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.client.naming - [onConnected,76] - Grpc connection connect
09:28:22.145 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [d093dbb5-5eb2-473b-952a-8c4626b2f907]Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$4
09:28:23.675 [main] INFO  c.a.n.client.naming - [isChangedServiceInfo,181] - init new ips(0) service: DEFAULT_GROUP@@ruoyi-system@@DEFAULT -> []
09:28:23.681 [main] INFO  c.a.n.client.naming - [processServiceInfo,166] - current ips:(0) service: DEFAULT_GROUP@@ruoyi-system@@DEFAULT -> []
09:28:23.684 [main] INFO  o.a.c.h.Http11NioProtocol - [log,173] - Starting ProtocolHandler ["http-nio-9201"]
09:28:23.696 [main] INFO  c.a.n.client.naming - [registerService,112] - [REGISTER-SERVICE] public registering service ruoyi-system with instance Instance{instanceId='null', ip='192.168.0.173', port=9201, weight=1.0, healthy=true, enabled=true, ephemeral=true, clusterName='DEFAULT', serviceName='null', metadata={preserved.register.source=SPRING_CLOUD}}
09:28:23.701 [main] INFO  c.a.c.n.r.NacosServiceRegistry - [register,75] - nacos registry, DEFAULT_GROUP ruoyi-system 192.168.0.173:9201 register finished
09:28:24.176 [nacos-grpc-client-executor-6] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [d093dbb5-5eb2-473b-952a-8c4626b2f907]receive server push request,request=NotifySubscriberRequest,requestId=4
09:28:24.177 [nacos-grpc-client-executor-6] INFO  c.a.n.client.naming - [isChangedServiceInfo,181] - init new ips(1) service: DEFAULT_GROUP@@ruoyi-system -> [{"ip":"192.168.0.173","port":9201,"weight":1.0,"healthy":true,"enabled":true,"ephemeral":true,"clusterName":"DEFAULT","serviceName":"DEFAULT_GROUP@@ruoyi-system","metadata":{"preserved.register.source":"SPRING_CLOUD"},"ipDeleteTimeout":30000,"instanceHeartBeatTimeOut":15000,"instanceHeartBeatInterval":5000}]
09:28:24.177 [nacos-grpc-client-executor-6] INFO  c.a.n.client.naming - [processServiceInfo,166] - current ips:(1) service: DEFAULT_GROUP@@ruoyi-system -> [{"ip":"192.168.0.173","port":9201,"weight":1.0,"healthy":true,"enabled":true,"ephemeral":true,"clusterName":"DEFAULT","serviceName":"DEFAULT_GROUP@@ruoyi-system","metadata":{"preserved.register.source":"SPRING_CLOUD"},"ipDeleteTimeout":30000,"instanceHeartBeatTimeOut":15000,"instanceHeartBeatInterval":5000}]
09:28:24.178 [nacos-grpc-client-executor-6] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [d093dbb5-5eb2-473b-952a-8c4626b2f907]ack server push request,request=NotifySubscriberRequest,requestId=4
